StartDate,EndDate,Duration__in_seconds_,RecordedDate,Q1.1,Q1.2,Q1.3,Q346,Q346_4_TEXT,Q348,Q352_1,Q352_2,Q352_3,Q352_4,Q354_1,Q354_2,Q354_3,Q354_4,Q354_5,Q356_1,Q356_2,Q356_3,Q358_1,Q358_2,Q358_3,Q358_4,Q360_1,Q360_2,Q360_3,Q360_4,Q362_1,Q362_2,Q362_3,Q362_4,Q364_1,Q364_2,Q364_3,Q364_4,Q366_1,Q366_2,Q366_3,Q366_4,Q366_5,Q366_6,Q366_7,Q366_8,Q366_9,Q366_10,Q366_11,Q366_12,Q368_1,Q368_2,Q368_3,Q368_4,Q368_5,Q368_6,Q368_7,Q368_8,Q368_9,Q368_10,Q368_11,Q368_12,Q370_1,Q370_2,Q370_3,Q370_4,Q370_5,Q370_6,Q370_7,Q370_8,Q370_9,Q370_10,Q370_11,Q370_12,Q372_1,Q372_2,Q372_3,Q372_4,Q372_5,Q372_6,Q372_7,Q372_8,Q372_9,Q372_10,Q372_11,Q372_12,Q372_13,Q372_14,Q372_15,Q372_16,Q372_17,Q372_18,Q372_19,Q372_20,Q372_21,Q372_22,Q372_23,Q372_24,Q372_25,Q372_26,Q372_27,Q372_28,Q372_29,Q372_30,Q372_31,Q372_32,Q372_33,Q372_34,Q372_35,Q372_36,Q372_37,Q372_38,Q372_39,Q372_40
9/27/17 20:02,9/27/17 20:32,1790.00,9/27/17 20:32,19,2,5,1,,4,3,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,6,6,6,6,1,1,1,6,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,4,1,4,3,3,2,4,2,2,2,3,2,2,3,1,4,1,2,2,2,2,2,1,1,1,1,4,2,1,1,1,4,3,1,1,1,1,1,1
9/27/17 21:02,9/27/17 21:37,2103.00,9/27/17 21:37,18,2,5,1,,3,4,4,4,4,4,3,3,2,3,4,4,4,3,2,2,2,2,1,3,2,1,1,1,1,1,2,2,3,3,3,2,2,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,2,4,2,2,4,3,3,4,1,2,4,4,2,4,2,1,4,1,2,4,1,1,3,2,1,3,1,2,1,2,2,1,2,1,1,1,2,1
9/27/17 17:58,9/27/17 22:35,16638.00,9/27/17 22:35,18,2,5,1,,3,3,3,3,3,4,3,3,3,3,2,4,4,3,2,3,1,3,2,2,1,1,1,1,1,3,1,2,1,2,6,6,6,6,6,1,1,1,1,1,1,2,2,2,2,2,3,3,4,2,2,2,2,3,2,2,2,3,3,3,4,1,1,1,1,4,1,1,3,2,3,3,1,1,4,2,4,1,3,4,3,2,3,1,3,1,4,2,#NULL!,3,1,1,1,1,1,1,1,2,3,1,1,2,1,1,2
9/28/17 9:22,9/28/17 9:41,1144.00,9/28/17 9:41,18,2,5,1,,3,5,5,5,5,4,2,1,2,3,5,5,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,2,1,1,1,1,1,4,2,3,4,4,#NULL!,3,2,1,1,4,4,4,2,3,4,4,2,1,1,3,2,4,4,1,2,#NULL!,2,1,1,1,2,1,2,1,1,1,1,1,2,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9/28/17 11:43,9/28/17 12:02,1137.00,9/28/17 12:02,18,1,5,2,,3,2,2,4,4,4,3,2,3,3,2,1,2,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,3,2,1,1,4,2,1,1,2,1,4,2,1,2,2,1,2,1,4,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
9/28/17 13:11,9/28/17 13:27,951.00,9/28/17 13:27,19,2,5,1,,4,2,2,2,1,1,1,1,1,1,4,3,4,3,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9/28/17 14:24,9/28/17 14:38,854.00,9/28/17 14:38,20,2,5,1,,5,5,5,5,5,4,3,2,2,1,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,6,2,2,2,2,3,2,6,1,2,2,6,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,2,2,1,2,1,2,3,2,3,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1
9/28/17 17:53,9/28/17 18:17,1484.00,9/28/17 18:17,20,1,2,2,,5,2,2,3,2,3,3,3,4,2,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,1,3,4,2,4,2,3,3,3,2,3,2,3,2,4,2,2,3,2,4,1,1,4,3,2,2,1,1,2,1,1,2,3,2,3,2,1,2,1,2,2
9/28/17 18:47,9/28/17 19:21,2003.00,9/28/17 19:21,41,2,5,1,,8,3,2,3,3,3,1,2,1,1,3,3,3,2,2,1,3,2,4,5,5,2,1,1,1,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,4,4,3,3,3,2,1,3,4,2,2,3,4,4,3,2,2,2,1,3,3,2,1,2,1,2,2,2,1,1,2,2,1,1,2,1,4,1,4,1,1,2,1,2,2,1,1,1,1,1,4,1,3,2,1,1,1,1,1,1
9/29/17 14:29,9/29/17 15:17,2857.00,9/29/17 15:17,25,2,5,1,,8,5,5,5,5,5,5,5,5,5,3,2,3,4,3,3,4,2,5,5,4,2,1,1,1,2,2,5,4,2,1,1,1,6,2,2,6,6,1,1,1,3,2,2,3,3,3,2,2,3,3,4,4,3,2,2,3,3,3,2,2,3,3,4,4,2,4,1,1,1,4,1,4,1,1,1,4,4,3,3,2,3,3,4,1,2,4,1,2,2,1,1,4,2,1,2,1,3,3,2,2,4,1,1,1
9/29/17 19:33,9/29/17 19:55,1328.00,9/29/17 19:55,21,2,5,1,,6,3,2,3,3,3,3,3,1,2,1,1,1,3,3,2,2,1,1,2,1,2,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,3,2,1,4,3,2,1,2,2,1,1,1,4,2,1,4,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
9/29/17 21:21,9/29/17 21:39,1069.00,9/29/17 21:39,20,2,5,1,,5,3,3,3,3,2,1,1,1,3,2,2,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,1,1,1,1,1,1,3,3,3,3,2,2,2,3,1,1,1,1,3,1,1,2,2,1,2,3,1,1,1,1,4,2,1,4,3,3,2,2,4,3,1,3,1,2,4,2,3,1,4,2,2,3,3,1,2,1,1,1,3,1,1,1,4,3,2,1,4,1,1,1
9/29/17 21:24,9/29/17 21:49,1507.00,9/29/17 21:49,20,2,2,1,,5,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,4,1,1,2,1,1,2,1,2,1,1,6,6,1,1,6,1,1,1,6,1,1,2,3,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,4,3,1,3,1,2,1,1,1,1,1,1,1,1,2,3,1,1,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9/29/17 21:33,9/29/17 22:23,3007.00,9/29/17 22:23,20,2,2,1,,5,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,3,3,3,2,2,3,4,4,3,4,4,3,3,3,3,3,3,3,4,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,#NULL!,1,1,1,1,1,1
9/29/17 22:00,9/29/17 23:30,5405.00,9/29/17 23:30,23,2,2,1,,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
9/30/17 21:18,9/30/17 21:43,1512.00,9/30/17 21:43,19,2,5,1,,4,3,2,3,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/1/17 18:12,10/1/17 18:37,1479.00,10/1/17 18:37,19,1,6,2,,4,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,2,3,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/1/17 18:20,10/1/17 18:47,1593.00,10/1/17 18:47,27,2,5,1,,8,4,4,3,3,4,2,3,4,2,3,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,6,1,1,1,1,1,3,3,3,2,2,1,1,2,1,1,1,2,3,2,2,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,4,3,1,1,1,2,1,1,3,1,2,1,1,3,2,1,3,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2
10/1/17 22:37,10/1/17 22:58,1248.00,10/1/17 22:58,18,1,5,2,,3,1,1,5,5,3,5,5,1,2,4,5,3,5,5,1,2,5,1,1,1,5,2,1,4,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,2,2,3,2,2,3,1,1,1,1,1,3,1,1,2,1,1,3,1,1,1,1,1,3,2,1,2,1,1,1,1,1,3,1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/1/17 23:55,10/2/17 0:13,1113.00,10/2/17 0:13,18,2,5,1,,3,2,2,3,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,3,1,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,3,2,1,1,6,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,1,2,1,4,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1
10/2/17 9:57,10/2/17 10:15,1090.00,10/2/17 10:15,21,1,5,2,,6,3,1,3,3,2,1,1,1,1,1,3,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,1,2,1,3,2,3,1,1,1,3,2,1,1,2,1,3,2,3,3,1,2,3,3,3,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,4,1,2,2,1,2,4,2,1,1,1,2,3,1,1,1,1,2,1
10/1/17 12:40,10/2/17 12:34,86063.00,10/2/17 12:34,21,2,2,1,,6,2,3,3,2,2,1,1,2,2,1,1,1,3,2,1,1,1,3,3,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,3,2,2,2,2,4,2,2,3,2,3,2,4,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/2/17 17:22,10/2/17 17:46,1404.00,10/2/17 17:46,19,2,5,1,,4,3,3,3,3,2,2,2,1,4,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,6,1,1,1,1,1,1,1,3,2,2,2,3,3,2,2,1,3,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,3,1,2,1,2,2,2,1,2,1,2,2,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1
10/2/17 19:11,10/2/17 20:16,3890.00,10/2/17 20:16,33,2,5,1,,8,2,1,2,2,3,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1
10/2/17 21:07,10/2/17 21:46,2294.00,10/2/17 21:46,19,2,6,1,,4,3,3,5,5,3,2,2,1,3,3,2,2,4,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,2,6,6,1,1,1,2,1,2,1,1,2,2,3,2,3,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,4,4,1,4,2,1,1,4,2,2,1,1,1,1,1,3,1,3,4,3,1,4,1,4,2,1,1,2,1,2,4,1,2,3,1,2,1,1,1,3
10/3/17 13:17,10/3/17 14:26,4121.00,10/3/17 14:26,20,2,5,1,,5,3,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,6,6,1,1,1,1,1,1,1,3,2,2,2,2,2,1,1,3,3,2,2,3,2,2,2,2,2,1,1,2,3,2,2,2,3,2,1,1,3,1,2,2,4,1,2,2,2,3,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1
10/3/17 14:29,10/3/17 14:46,1026.00,10/3/17 14:46,20,1,5,2,,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/3/17 14:47,10/3/17 15:28,2487.00,10/3/17 15:28,19,2,5,1,,4,2,2,2,3,2,1,1,1,1,2,2,2,3,3,3,3,1,2,2,1,1,2,1,1,1,2,2,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/3/17 15:07,10/3/17 15:34,1591.00,10/3/17 15:34,18,2,5,1,,3,1,2,1,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,4,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/3/17 16:55,10/3/17 17:13,1095.00,10/3/17 17:13,19,2,5,1,,4,2,3,3,3,2,1,2,1,1,4,4,5,4,3,4,4,3,4,3,3,4,1,1,1,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,3,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,3,2,1,2,1,1,1,2,4,2,1,2,1,2,2,1,1,1,2,1,2,3,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1
10/3/17 17:46,10/3/17 17:51,322.00,10/3/17 17:51,19,2,5,1,,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,3,1,3,2,1,1,1,1,3,1,1,1,2,4,6,2,1,1,1,1,1,1,1,1,4,3,3,4,4,3,3,3,4,4,3,3,4,4,4,3,3,3,3,3,3,4,3,3,4,2,1,2,2,4,2,2,3,3,1,4,3,4,4,2,3,2,1,1,2,1,1,2,3,4,1,3,1,1,1,2,3,3,1,1,2,3,3,1
10/3/17 17:37,10/3/17 18:00,1395.00,10/3/17 18:00,18,2,5,1,,3,3,1,3,3,4,2,2,1,2,2,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,2,1,3,1,1,1,2,1,2,2,3,1,1,2,1,1,3,1,1,1,2,1,3,1,1,1,1,1,1,1,1,3,1,1,2
10/3/17 20:07,10/3/17 20:27,1207.00,10/3/17 20:27,18,2,5,1,,3,3,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,6,2,1,1,6,1,1,1,1,1,6,1,3,3,3,3,3,3,3,2,1,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,3,1,1,3,3,2,2,4,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,1,1,1
10/4/17 1:34,10/4/17 1:59,1502.00,10/4/17 1:59,18,2,5,1,,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,1,1,1,1,1,3,2,1,1,3,3,3,1,1,1,1,1,1,4,1,1,4,1,2,1,2,1,3,1,3,4,3,2,3,1,1,3,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
10/4/17 10:01,10/4/17 10:16,899.00,10/4/17 10:16,19,1,5,2,,4,3,3,4,4,5,1,1,1,1,1,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,3,3,2,1,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1
10/4/17 12:06,10/4/17 12:27,1256.00,10/4/17 12:27,18,1,5,2,,3,2,3,4,4,4,3,4,2,#NULL!,3,5,3,4,5,3,1,2,1,1,1,2,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,6,2,3,1,6,1,1,1,1,1,1,1,3,1,1,3,1,3,3,4,2,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,1,3,1,2,1,3,4,1,2,4,2,3,4,3,2,3,1,3,2,1,1,1,2,3,3,1,2,3,1,1,1,1,2,3,1,4,3,1,3
10/4/17 13:47,10/4/17 14:20,1946.00,10/4/17 14:20,18,2,6,1,,3,5,5,5,5,5,4,4,3,5,5,5,5,4,4,3,4,3,2,4,4,3,1,1,1,3,3,3,3,2,6,2,2,6,6,1,1,1,1,1,1,3,4,1,3,3,2,2,4,2,3,3,2,3,3,3,3,2,2,3,4,2,3,3,3,4,1,1,2,1,3,2,2,1,2,3,3,2,4,4,2,2,4,4,2,1,4,4,2,3,4,1,3,2,1,4,1,2,2,2,2,2,1,1,2
10/4/17 14:52,10/4/17 15:08,975.00,10/4/17 15:08,22,2,5,1,,7,5,4,5,5,4,4,4,3,1,5,5,5,4,4,4,4,4,3,2,2,5,1,1,1,4,1,1,1,2,6,1,1,1,6,6,1,1,6,6,1,3,3,3,3,2,3,4,4,2,2,2,3,3,3,3,4,3,3,3,3,2,2,2,3,3,3,1,4,1,1,1,4,2,3,1,1,2,2,2,2,1,1,3,2,1,3,2,1,1,1,1,4,2,1,1,4,2,2,1,1,2,1,3,1
10/4/17 14:50,10/4/17 15:12,1318.00,10/4/17 15:12,19,2,5,1,,4,4,3,3,3,2,1,1,1,1,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,3,3,3,3,2,2,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,4,1,1,4,1,1,3,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1
