StartDate,EndDate,Duration__in_seconds_,RecordedDate,Q1.1,Q1.2,Q1.3,Q346,Q346_4_TEXT,Q348,Q352_1,Q352_2,Q352_3,Q352_4,Q354_1,Q354_2,Q354_3,Q354_4,Q354_5,Q356_1,Q356_2,Q356_3,Q358_1,Q358_2,Q358_3,Q358_4,Q360_1,Q360_2,Q360_3,Q360_4,Q362_1,Q362_2,Q362_3,Q362_4,Q364_1,Q364_2,Q364_3,Q364_4,Q366_1,Q366_2,Q366_3,Q366_4,Q366_5,Q366_6,Q366_7,Q366_8,Q366_9,Q366_10,Q366_11,Q366_12,Q368_1,Q368_2,Q368_3,Q368_4,Q368_5,Q368_6,Q368_7,Q368_8,Q368_9,Q368_10,Q368_11,Q368_12,Q370_1,Q370_2,Q370_3,Q370_4,Q370_5,Q370_6,Q370_7,Q370_8,Q370_9,Q370_10,Q370_11,Q370_12,Q372_1,Q372_2,Q372_3,Q372_4,Q372_5,Q372_6,Q372_7,Q372_8,Q372_9,Q372_10,Q372_11,Q372_12,Q372_13,Q372_14,Q372_15,Q372_16,Q372_17,Q372_18,Q372_19,Q372_20,Q372_21,Q372_22,Q372_23,Q372_24,Q372_25,Q372_26,Q372_27,Q372_28,Q372_29,Q372_30,Q372_31,Q372_32,Q372_33,Q372_34,Q372_35,Q372_36,Q372_37,Q372_38,Q372_39,Q372_40
10/4/17 15:14,10/4/17 15:49,2110.00,10/4/17 15:49,19,2,2,1,,4,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/4/17 10:55,10/4/17 15:54,17949.00,10/4/17 15:54,20,2,5,1,,5,3,2,3,3,4,4,2,4,4,4,4,4,5,4,1,2,5,3,3,2,4,3,1,1,4,5,4,4,4,2,1,1,3,1,1,1,1,1,1,1,3,4,3,2,2,2,1,2,1,4,2,3,3,3,3,1,2,2,2,3,1,3,2,3,3,4,1,1,1,4,2,4,3,4,2,3,4,4,4,3,2,2,3,4,1,3,1,2,4,1,1,3,1,1,1,1,1,2,2,1,2,1,1,2
10/4/17 16:07,10/4/17 16:41,2051.00,10/4/17 16:41,20,1,5,2,,5,2,2,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/4/17 16:47,10/4/17 17:14,1643.00,10/4/17 17:14,22,2,2,1,,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1
10/4/17 17:02,10/4/17 17:40,2265.00,10/4/17 17:40,19,2,5,1,,4,5,5,5,5,4,5,5,3,5,5,5,5,2,2,2,1,1,2,3,2,1,4,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,3,4,3,3,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,2,1,3,2,4,2,4,4,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,4,4,2,1,2,1,1,1
10/4/17 19:33,10/4/17 19:59,1573.00,10/4/17 19:59,19,2,5,1,,4,2,3,3,3,1,1,2,2,2,3,3,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,6,6,6,6,2,6,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,2,1,3,2,1,1,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,4,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1
10/4/17 14:38,10/4/17 21:31,24762.00,10/4/17 21:31,18,2,2,1,,3,3,3,3,3,4,2,2,1,2,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,#NULL!,1,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,4,4,1,3,1,1,1,4,1,3,2,3,3,1,1,1,2,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,2,1
10/4/17 22:25,10/4/17 22:40,858.00,10/4/17 22:40,20,1,2,2,,5,4,2,4,4,4,2,3,4,4,4,3,2,5,5,4,4,5,1,1,1,5,2,3,3,4,3,3,3,6,6,1,1,1,1,6,1,1,1,1,1,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,2,3,2,2,2,3,4,2,2,3,1,2,1,3,2,1,2,2,2,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
10/4/17 23:09,10/4/17 23:32,1374.00,10/4/17 23:32,21,2,6,1,,6,3,4,4,4,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,1,1,3,3,3,1,2,3,1,1,2,1,1,2,1,2,2,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
10/5/17 8:38,10/5/17 9:35,3369.00,10/5/17 9:35,22,2,5,1,,7,3,2,2,4,3,3,4,4,3,3,3,4,5,5,2,1,3,3,3,2,2,3,3,2,2,3,3,2,3,2,6,3,3,2,6,1,1,6,1,2,3,3,3,2,3,3,3,3,1,2,1,2,3,3,3,3,3,3,3,2,1,3,2,1,3,4,2,3,1,3,2,3,1,2,2,3,2,4,4,2,2,3,4,2,1,4,1,2,3,3,1,4,1,1,2,2,3,3,1,1,1,1,2,3
10/5/17 10:04,10/5/17 10:25,1227.00,10/5/17 10:25,19,2,5,1,,4,3,2,2,2,2,1,2,4,2,1,1,1,2,2,2,3,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,6,1,1,1,1,1,3,4,4,4,4,4,3,3,3,3,2,2,3,3,3,4,3,3,4,3,3,3,3,3,3,4,1,3,1,4,4,4,2,1,1,2,3,4,4,2,1,1,2,2,2,3,1,1,2,1,1,2,1,1,1,3,2,2,1,1,1,1,1,1
10/5/17 10:34,10/5/17 10:53,1173.00,10/5/17 10:53,23,1,6,2,,8,4,1,4,3,4,5,2,3,4,4,5,5,5,5,3,4,5,1,1,1,5,1,2,2,5,2,2,2,2,6,2,2,1,1,1,1,1,2,1,1,3,3,3,2,3,2,3,3,1,3,2,2,3,3,3,2,3,3,3,2,1,3,2,2,2,4,1,4,1,3,3,4,1,3,2,3,2,4,2,1,1,4,4,2,1,4,1,3,2,1,1,3,1,1,2,2,2,4,1,1,2,2,1,2
10/5/17 13:18,10/5/17 13:36,1093.00,10/5/17 13:36,18,2,5,1,,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,2,1,3,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,1,3,2,3,4,2,3,1,2,1,1,1,3,1,2,2,2,2,1,4,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/5/17 14:04,10/5/17 14:34,1790.00,10/5/17 14:34,21,1,5,2,,6,3,4,4,4,4,3,3,2,3,3,3,3,3,3,2,2,2,1,1,1,3,3,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
10/5/17 15:08,10/5/17 15:27,1150.00,10/5/17 15:27,22,2,5,1,,7,3,3,3,3,4,1,1,1,1,4,4,4,4,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,1,4,1,3,1,3,3,4,4,4,1,2,2,2,2,1,2,1,2,1,1,4,1,1,1,3,1,4,1,1,1,1,3,2,1,1,1,4,4,1
10/5/17 16:31,10/5/17 16:38,476.00,10/5/17 16:38,19,1,2,4,11th dimension Camera,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10/5/17 17:05,10/5/17 17:27,1360.00,10/5/17 17:27,18,2,5,1,,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,5,3,#NULL!,#NULL!,#NULL!,#NULL!,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,3,3,3,3,2,3,2,2,3,2,2,2,3,3,3,2,3,3,2,2,4,4,4,3,4,2,3,4,1,4,1,2,1,2,3,1,2,1,4,2,2,4,1,1,1,1,1,3,1,1,3,1,2,1,1,1,1,2,1,1
10/5/17 21:39,10/5/17 22:06,1638.00,10/5/17 22:06,20,2,5,1,,5,3,2,3,3,2,1,2,1,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,1,2,2,3,1,3,1,3,2,1,2,1,2,2,2,3,1,2,2,1,1,3,1,1,1,1,1,3,1,1,2,1,1,2
10/6/17 9:31,10/6/17 10:21,2997.00,10/6/17 10:21,29,2,5,3,,8,3,3,4,4,5,4,5,5,4,5,5,5,4,4,2,1,4,4,5,4,4,1,1,1,4,4,4,4,3,2,3,2,2,2,2,6,6,6,6,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,2,2,4,3,4,3,1,1,3,4,2,1,3,2,3,1,3,3,2,1,3,1,2,3,4,1,2,1,2,2,2,1,1,2,2,1
10/6/17 12:24,10/6/17 12:40,916.00,10/6/17 12:40,20,2,5,1,,5,4,4,4,4,4,2,3,2,2,4,4,4,5,5,4,5,3,3,5,3,3,1,1,1,3,3,5,3,3,6,6,6,6,1,1,1,1,1,1,1,3,3,3,4,4,4,3,3,2,3,2,3,4,3,2,3,3,3,2,2,2,3,2,3,4,1,1,4,1,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1
10/6/17 13:08,10/6/17 13:24,940.00,10/6/17 13:24,19,2,5,1,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/6/17 13:02,10/6/17 13:40,2284.00,10/6/17 13:40,18,2,5,1,,3,2,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,6,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,3,1,2,3,1,2,1,2,4,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1
10/6/17 13:36,10/6/17 14:04,1715.00,10/6/17 14:04,18,2,5,1,,3,4,3,4,4,2,2,2,3,2,3,2,2,2,2,2,2,1,4,4,4,1,4,4,4,1,2,4,4,6,1,1,1,6,1,1,1,1,1,1,1,3,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,3,1,3,1,1,1,2,1,2,2,1,2,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
10/6/17 14:26,10/6/17 14:59,1980.00,10/6/17 14:59,22,2,6,1,,7,4,3,4,4,5,3,3,3,2,4,1,3,2,1,1,1,1,1,2,2,1,3,4,4,1,1,3,3,2,1,1,6,6,6,1,1,1,1,1,1,3,3,3,3,4,3,4,4,1,3,1,1,3,3,3,2,3,2,3,3,1,3,1,1,3,3,2,1,1,2,1,3,2,2,2,2,2,3,2,1,1,1,3,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
10/6/17 15:25,10/6/17 16:11,2711.00,10/6/17 16:11,19,2,2,1,,4,3,2,2,3,2,1,1,3,2,2,2,1,3,2,2,2,2,2,3,2,3,2,2,2,3,3,3,2,6,1,1,1,2,1,1,1,1,1,1,1,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,2,2,1,3,4,4,2,2,1,3,3,3,3,3,1,2,2,3,2,1,1,3,1,1,1,3,1,1,2,1,3,3,1,1,3,1,1,1
10/6/17 15:25,10/6/17 16:15,2994.00,10/6/17 16:15,20,2,2,1,,5,3,3,3,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,2,1,1,2,2,2,2,2,3,1,3,2,1,1,1,3,2,3,2,1,2,2,1,2,3,1,1,1,1,2,2,4,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,1,2,1,1,1
10/6/17 16:18,10/6/17 16:58,2376.00,10/6/17 16:58,53,1,5,2,,8,1,1,3,3,3,1,2,2,1,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,2,2,1,2,1,3,2,3,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2
10/6/17 17:17,10/6/17 18:29,4327.00,10/6/17 18:29,18,2,4,1,,3,3,2,3,3,2,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,6,1,1,2,2,1,2,1,1,1,6,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,2,2,1,1,3,1,1,4,2,1,1,1,2,4,1,3,2,1,1,2,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1
10/7/17 13:44,10/7/17 14:11,1660.00,10/7/17 14:11,19,1,5,2,,4,5,5,5,5,5,3,5,3,5,5,5,3,2,2,2,2,2,1,1,1,2,3,4,5,2,3,3,4,6,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,4,1,1,2,3,1,3,1,2,1,3,2,1,1,1,1,2,1,4,1,1,2,1,1,2,1,1,1,1,2,3,1,1,3,1,1,2
10/8/17 0:14,10/8/17 0:58,2637.00,10/8/17 0:58,19,2,6,1,,4,5,4,5,5,5,3,4,2,1,3,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
10/8/17 13:48,10/8/17 14:15,1625.00,10/8/17 14:15,20,1,5,2,,5,1,1,4,4,4,4,2,4,3,1,1,1,2,2,1,1,1,1,1,1,3,1,4,2,3,1,3,2,6,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,2,2,4,2,1,1,2,1,1,2,1,1,2,2,4,3,1,1,3,2,1,3,1,2,3,2,1,1,1,3,2,3,2,2,2,1,1,1,1,3,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
10/8/17 14:43,10/8/17 15:03,1227.00,10/8/17 15:03,23,2,2,1,,8,2,4,3,2,1,1,2,2,1,2,1,1,2,1,2,1,3,1,2,1,3,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,3,2,2,1,3,2,2,3,1,1,2,2,2,3,2,1,3,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
10/8/17 14:35,10/8/17 15:16,2442.00,10/8/17 15:16,18,2,5,1,,3,3,2,2,3,3,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,4,1,2,1,1,1,3,1,3,2,1,2,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
10/8/17 16:04,10/8/17 16:28,1450.00,10/8/17 16:28,26,1,2,2,,8,3,4,3,4,3,1,3,3,1,5,5,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/8/17 16:31,10/8/17 16:52,1221.00,10/8/17 16:52,18,2,5,1,,3,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,2,6,6,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,4,4,4,3,4,2,4,4,4,4,4,2,4,4,4,1,4,1,4,4,4,1,4,1,1,4,1,4,4,1,1,4,4,4,1
10/8/17 18:06,10/8/17 18:53,2815.00,10/8/17 18:53,19,2,5,1,,4,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,3,2,2,3,3,3,3,3,1,3,1,1,3,2,2,3,3,3,3,3,1,3,1,1,2,2,1,4,1,1,1,1,1,1,3,1,1,2,2,1,3,2,1,1,1,4,3,2,1,2,1,1,1,1,1,1,3,2,1,1,2,1,1,1
10/5/17 14:27,10/8/17 19:02,275700.00,10/8/17 19:02,19,2,3,1,,4,4,4,4,4,4,3,2,2,2,5,5,5,3,3,1,1,3,4,4,4,1,1,1,1,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,4,4,4,1,4,1,2,3,3,4,1,4,4,4,4,1,#NULL!,2,2,4,4,4,3,1,2,4,4,2,2,4,1,2,4,4,2,3,2,4,1,1,2,1,1,2,1,#NULL!,4,1,1,2,4,1,2,1,1,1,2,2,1
10/8/17 19:07,10/8/17 19:27,1225.00,10/8/17 19:27,18,2,5,1,,3,2,2,2,2,1,1,1,3,2,3,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,6,2,1,1,1,1,1,1,3,1,1,3,3,3,4,3,1,3,3,4,1,1,1,1,3,3,2,3,3,2,3,3,3,1,2,1,1,3,3,2,4,1,1,2,1,4,1,2,3,1,2,1,4,3,1,3,3,1,1,2,1,1,2,3,2,2,3,1,1,2,1,1
10/8/17 19:20,10/8/17 19:31,651.00,10/8/17 19:31,20,1,5,2,,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,6,3,2,3,6,2,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,3,4,1,2,2,2,1,1,1,2,1,1,1,2,1,1,4,1,1,3,1,1,1,3,4,1,1,3,1,1,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
10/8/17 20:47,10/8/17 21:02,866.00,10/8/17 21:02,19,2,2,1,,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,3,1,1,2,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/8/17 22:41,10/8/17 23:17,2165.00,10/8/17 23:17,22,1,5,2,,7,1,1,3,3,4,2,2,3,2,2,2,2,3,2,2,2,3,1,1,1,3,2,2,3,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,3,2,3,3,2,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,2,1,1,1,3,1,3,2,3,1,3,3,3,3,1,2,1,1,1,1,2,1,3,3,1,1,3,1,1,1,1,2,3,2,1,2,1,1,1
10/9/17 9:19,10/9/17 9:36,973.00,10/9/17 9:36,21,2,5,1,,6,4,3,4,4,4,1,1,1,1,1,1,1,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,4,3,1,4,1,1,1,3,4,2,1,1,4,4,1,4,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/9/17 10:25,10/9/17 10:38,794.00,10/9/17 10:38,18,2,6,1,,3,3,1,3,4,3,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/9/17 10:13,10/9/17 10:43,1817.00,10/9/17 10:43,19,2,2,1,,4,2,3,2,3,3,2,2,1,2,3,2,2,3,3,1,2,2,3,3,3,2,1,1,1,2,2,3,3,3,4,5,2,2,1,6,1,1,1,6,1,3,3,3,2,2,2,2,2,3,3,3,3,3,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,3,3,3,3,3,2,3,3,1,4,4,3,1,3,4,4,3,4,4,2,2,1,1,2,2,4,1,4,3,4,1,4,1,2,3,1,4,4,1,1,4,3,3,4
10/9/17 11:23,10/9/17 11:56,1987.00,10/9/17 11:56,19,2,6,1,,4,3,4,4,5,1,1,1,2,1,2,2,2,4,3,2,2,3,2,5,3,3,1,1,1,3,2,3,2,6,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,3,3,3,2,3,2,2,3,3,2,2,3,3,3,2,2,3,2,2,2,3,1,4,1,2,1,2,1,2,1,3,2,2,2,1,1,3,2,1,2,3,1,1,3,1,1,2,1,1,2,2,2,3,1,1,2,2,1,1
10/9/17 11:48,10/9/17 12:05,970.00,10/9/17 12:05,19,2,2,1,,4,4,4,4,4,2,1,1,3,2,3,3,2,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,3,3,3,1,3,3,3,2,2,2,2,3,3,3,3,1,3,3,3,2,3,1,1,1,2,1,2,1,2,1,2,1,4,2,2,1,1,3,1,1,3,1,1,1,1,1,3,1,1,1,1,2,2,2,1,1,1,1,1
10/9/17 11:52,10/9/17 12:07,881.00,10/9/17 12:07,20,2,5,1,,5,1,1,4,4,3,3,1,2,2,3,2,3,4,4,4,4,3,2,3,1,3,1,1,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,2,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,2,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
10/9/17 12:50,10/9/17 13:10,1173.00,10/9/17 13:10,19,2,5,1,,4,4,4,4,4,4,3,2,3,3,4,3,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,6,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,3,1,2,1,3,3,4,1,3,1,2,3,1,3,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,2,2,1,2,1,1,1
10/9/17 13:02,10/9/17 13:30,1648.00,10/9/17 13:30,21,2,5,1,,6,4,3,4,4,3,3,2,2,2,1,1,1,2,2,1,2,3,2,1,1,2,1,1,1,2,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,4,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,3,2,1,2,1,2,2,2,2,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,3,2,3,1,3,1,1,2
10/9/17 13:36,10/9/17 13:50,864.00,10/9/17 13:50,20,2,2,1,,5,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,4,3,1,1,2,1,2,3,4,1,4,3,3,2,2,2,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,2,3,1,2,1,1,1
10/9/17 13:44,10/9/17 13:57,729.00,10/9/17 13:57,19,2,5,1,,4,2,3,3,3,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
10/9/17 13:51,10/9/17 14:08,1017.00,10/9/17 14:08,19,2,5,1,,4,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,4,2,1,1,1,2,2,4,4,2,1,1,2,3,1,2,1,2,2,1,1,2,1,1,3,1,1,2,1,1,2,1,1,1
